id_tenrac,nom,prenom,courriel,telephone,adresse_postale,id_grade,id_entretien
535,Dupont,Jacques,jacques.dupont535@amu.fr,0600000535,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6932, 43.5177, NULL), NULL, NULL)",3,72
536,Clement,Marianne,marianne.clement536@amu.fr,0600000536,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0294, 43.8124, NULL), NULL, NULL)",1,25
537,Meyer,Gerard,gerard.meyer537@amu.fr,0600000537,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3942, 43.1077, NULL), NULL, NULL)",2,46
538,Picard,Lee,lee.picard538@amu.fr,0600000538,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9229, 43.7032, NULL), NULL, NULL)",1,56
539,Lambert,Vincent,vincent.lambert539@amu.fr,0600000539,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5787, 43.5047, NULL), NULL, NULL)",5,70
540,Lefebvre,Patrice,patrice.lefebvre540@amu.fr,0600000540,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8768, 43.1181, NULL), NULL, NULL)",4,23
541,Durand,Catherine,catherin.durand541@amu.fr,0600000541,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7647, 43.0288, NULL), NULL, NULL)",1,26
542,Berger,Michele,michele.berger542@amu.fr,0600000542,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2356, 43.8542, NULL), NULL, NULL)",6,75
543,Poulin,Julie,julie.poulin543@amu.fr,0600000543,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9271, 43.3017, NULL), NULL, NULL)",4,35
544,Blanc,Nathan,nathan.blanc544@amu.fr,0600000544,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9688, 43.4908, NULL), NULL, NULL)",5,28
545,Nevot,Paul,paul.nevot545@amu.fr,0600000545,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1199, 43.9709, NULL), NULL, NULL)",6,34
546,Lefevre,Marion,marion.lefevre546@amu.fr,0600000546,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.335, 43.225, NULL), NULL, NULL)",1,22
547,Machiavel,Evan,evan.machiave547@amu.fr,0600000547,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4714, 43.3117, NULL), NULL, NULL)",6,60
548,Martel,Christine,christin.martel548@amu.fr,0600000548,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2374, 43.5294, NULL), NULL, NULL)",1,37
549,Scila,Patrice,patrice.scila549@amu.fr,0600000549,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.042, 43.0575, NULL), NULL, NULL)",4,8
550,Roux,Severine,severine.roux550@amu.fr,0600000550,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6945, 43.142, NULL), NULL, NULL)",4,49
551,Arnaud,Benoit,benoit.arnaud551@amu.fr,0600000551,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3846, 43.2524, NULL), NULL, NULL)",1,60
552,Lafayette,Julien,julien.lafayett552@amu.fr,0600000552,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8808, 43.1873, NULL), NULL, NULL)",3,79
553,Francois,Odile,odile.francois553@amu.fr,0600000553,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9134, 43.7162, NULL), NULL, NULL)",5,33
554,Roux,Emilie,emilie.roux554@amu.fr,0600000554,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5476, 43.6687, NULL), NULL, NULL)",4,14
555,Lambert,Didier,didier.lambert555@amu.fr,0600000555,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0086, 43.8989, NULL), NULL, NULL)",5,31
556,Rousseau,Annie,annie.rousseau556@amu.fr,0600000556,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6078, 43.0368, NULL), NULL, NULL)",6,4
557,Lafayette,Maxime,maxime.lafayett557@amu.fr,0600000557,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7587, 43.701, NULL), NULL, NULL)",2,59
558,Agostinelli,Alice,alice.agostine558@amu.fr,0600000558,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3865, 43.0697, NULL), NULL, NULL)",3,15
559,Lambert,Maria,maria.lambert559@amu.fr,0600000559,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5461, 43.3615, NULL), NULL, NULL)",2,46
560,Lemaire,Nate,nate.lemaire560@amu.fr,0600000560,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1625, 43.5525, NULL), NULL, NULL)",4,36
561,Mercier,Gabriel,gabriel.mercier561@amu.fr,0600000561,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.703, 43.6006, NULL), NULL, NULL)",4,13
562,Bonnet,Christophe,christop.bonnet562@amu.fr,0600000562,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4045, 43.1551, NULL), NULL, NULL)",6,68
563,Cote,Jeanne,jeanne.cote563@amu.fr,0600000563,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6156, 43.9239, NULL), NULL, NULL)",3,63
564,Guerin,Patrice,patrice.guerin564@amu.fr,0600000564,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5109, 43.1948, NULL), NULL, NULL)",2,24
565,Masson,Odile,odile.masson565@amu.fr,0600000565,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3684, 43.9022, NULL), NULL, NULL)",6,77
566,Roussel,Marcelle,marcelle.roussel566@amu.fr,0600000566,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.037, 43.7308, NULL), NULL, NULL)",2,74
567,Arnaud,Sophie,sophie.arnaud567@amu.fr,0600000567,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1949, 43.3897, NULL), NULL, NULL)",3,47
568,Mercier,Theo,theo.mercier568@amu.fr,0600000568,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1825, 43.077, NULL), NULL, NULL)",2,61
569,Cote,Maria,maria.cote569@amu.fr,0600000569,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5157, 43.0782, NULL), NULL, NULL)",2,71
570,Garcia,Jacqueline,jacqueli.garcia570@amu.fr,0600000570,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.403, 43.8302, NULL), NULL, NULL)",1,27
571,Dupuis,Sylvain,sylvain.dupuis571@amu.fr,0600000571,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4481, 43.223, NULL), NULL, NULL)",1,2
572,Perrin,Marcelle,marcelle.perrin572@amu.fr,0600000572,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1487, 43.5215, NULL), NULL, NULL)",3,45
573,Lambert,Marina,marina.lambert573@amu.fr,0600000573,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1267, 43.8753, NULL), NULL, NULL)",3,6
574,Meunier,Patrice,patrice.meunier574@amu.fr,0600000574,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4424, 43.3568, NULL), NULL, NULL)",6,54
575,Leblanc,Marianne,marianne.leblanc575@amu.fr,0600000575,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5969, 43.8984, NULL), NULL, NULL)",5,42
576,Scila,Renee,renee.scila576@amu.fr,0600000576,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4059, 43.4222, NULL), NULL, NULL)",2,76
577,Renard,Morgan,morgan.renard577@amu.fr,0600000577,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9494, 43.5908, NULL), NULL, NULL)",4,22
578,Garcia,Mickey,mickey.garcia578@amu.fr,0600000578,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0494, 43.8412, NULL), NULL, NULL)",4,73
579,Tremblay,Thomas,thomas.tremblay579@amu.fr,0600000579,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5776, 43.5658, NULL), NULL, NULL)",4,48
580,Albertos,Fabienne,fabienne.albertos580@amu.fr,0600000580,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8857, 43.8359, NULL), NULL, NULL)",1,39
581,Dumas,Christiane,christia.dumas581@amu.fr,0600000581,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0895, 43.0039, NULL), NULL, NULL)",1,20
582,Guillaume,Mickael,mickael.guillaum582@amu.fr,0600000582,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1154, 43.6044, NULL), NULL, NULL)",6,24
583,Lefevre,Theo,theo.lefevre583@amu.fr,0600000583,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0763, 43.0593, NULL), NULL, NULL)",1,31
584,Agostinelli,Philippe,philippe.agostine584@amu.fr,0600000584,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0293, 43.698, NULL), NULL, NULL)",6,36
585,Higueurs,Francoise,francois.higueurs585@amu.fr,0600000585,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5139, 43.7337, NULL), NULL, NULL)",1,77
586,Dumas,Aureille,aureille.dumas586@amu.fr,0600000586,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4051, 43.9657, NULL), NULL, NULL)",5,46
587,Martel,Francoise,francois.martel587@amu.fr,0600000587,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8309, 43.9403, NULL), NULL, NULL)",5,44
588,Leroy,Bruno,bruno.leroy588@amu.fr,0600000588,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7787, 43.8361, NULL), NULL, NULL)",5,73
589,Gagnon,Mickael,mickael.gagnon589@amu.fr,0600000589,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5551, 43.5006, NULL), NULL, NULL)",2,11
590,Laurent,Thierry,thierry.laurent590@amu.fr,0600000590,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2264, 43.9228, NULL), NULL, NULL)",4,8
591,Lambert,Myriam,myriam.lambert591@amu.fr,0600000591,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9793, 43.5165, NULL), NULL, NULL)",2,71
592,Roy,Cecile,cecile.roy592@amu.fr,0600000592,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6335, 43.8333, NULL), NULL, NULL)",5,44
593,Vidal,Cecile,cecile.vidal593@amu.fr,0600000593,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1319, 43.213, NULL), NULL, NULL)",1,20
594,Martin,Donald,donald.martin594@amu.fr,0600000594,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5395, 43.8847, NULL), NULL, NULL)",5,14
595,Bouchard,Sebastien,sebastie.bouchard595@amu.fr,0600000595,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.599, 43.7661, NULL), NULL, NULL)",5,61
596,Poirier,Sylvie,sylvie.poirier596@amu.fr,0600000596,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7695, 43.5293, NULL), NULL, NULL)",4,30
597,Morancey,Ambrine,ambrine.morancey597@amu.fr,0600000597,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3352, 43.626, NULL), NULL, NULL)",3,71
598,Gomez,Renee,renee.gomez598@amu.fr,0600000598,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2049, 43.5758, NULL), NULL, NULL)",2,28
599,Moreau,Delphine,delphine.moreau599@amu.fr,0600000599,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3568, 43.9877, NULL), NULL, NULL)",1,70
600,Ouellet,Mickey,mickey.ouellet600@amu.fr,0600000600,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4142, 43.2855, NULL), NULL, NULL)",5,41
601,Agostinelli,Renee,renee.agostine601@amu.fr,0600000601,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5599, 43.2975, NULL), NULL, NULL)",6,38
602,Lefevre,Aline,aline.lefevre602@amu.fr,0600000602,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5728, 43.5005, NULL), NULL, NULL)",3,15
603,Richard,Therese,therese.richard603@amu.fr,0600000603,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.012, 43.6905, NULL), NULL, NULL)",3,49
604,Gauthier,Raphael,raphael.gauthier604@amu.fr,0600000604,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8308, 43.1175, NULL), NULL, NULL)",3,46
605,Leclerc,Christiane,christia.leclerc605@amu.fr,0600000605,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5342, 43.2878, NULL), NULL, NULL)",4,1
606,Colin,Elodie,elodie.colin606@amu.fr,0600000606,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4425, 43.9425, NULL), NULL, NULL)",3,68
607,Vidal,Jean,jean.vidal607@amu.fr,0600000607,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0885, 43.6312, NULL), NULL, NULL)",3,35
608,Hitier,Alice,alice.hitier608@amu.fr,0600000608,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2734, 43.5767, NULL), NULL, NULL)",6,68
609,Martin,Francois,francois.martin609@amu.fr,0600000609,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5693, 43.2807, NULL), NULL, NULL)",4,13
610,Agostinelli,Sylvain,sylvain.agostine610@amu.fr,0600000610,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7328, 43.485, NULL), NULL, NULL)",6,15
611,Roux,Paul,paul.roux611@amu.fr,0600000611,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3768, 43.4079, NULL), NULL, NULL)",6,65
612,Renaud,Yves,yves.renaud612@amu.fr,0600000612,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0528, 43.738, NULL), NULL, NULL)",6,38
613,Blanc,Mathias,mathias.blanc613@amu.fr,0600000613,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8486, 43.2638, NULL), NULL, NULL)",5,29
614,Guerin,Aline,aline.guerin614@amu.fr,0600000614,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9686, 43.1991, NULL), NULL, NULL)",6,53
615,Lucas,Patrice,patrice.lucas615@amu.fr,0600000615,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3998, 43.8052, NULL), NULL, NULL)",3,18
616,Agostinelli,Jacqueline,jacqueli.agostine616@amu.fr,0600000616,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5658, 43.4986, NULL), NULL, NULL)",4,16
617,Muller,Rodolphe,rodolphe.muller617@amu.fr,0600000617,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0268, 43.1824, NULL), NULL, NULL)",2,43
618,Lambert,Monique,monique.lambert618@amu.fr,0600000618,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6073, 43.7134, NULL), NULL, NULL)",3,36
619,Vidal,Laurent,laurent.vidal619@amu.fr,0600000619,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9215, 43.9289, NULL), NULL, NULL)",4,75
620,Gosselin,Michele,michele.gosselin620@amu.fr,0600000620,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6076, 43.4932, NULL), NULL, NULL)",1,48
621,Patateur,Chantal,chantal.patateur621@amu.fr,0600000621,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6182, 43.6947, NULL), NULL, NULL)",4,6
622,Roussel,Nadege,nadege.roussel622@amu.fr,0600000622,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2438, 43.8031, NULL), NULL, NULL)",1,60
623,Tremblay,Hugo,hugo.tremblay623@amu.fr,0600000623,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6123, 43.9197, NULL), NULL, NULL)",2,50
624,Legrand,Mila,mila.legrand624@amu.fr,0600000624,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5497, 43.7443, NULL), NULL, NULL)",3,58
625,Lucas,Laurent,laurent.lucas625@amu.fr,0600000625,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1169, 43.407, NULL), NULL, NULL)",2,11
626,Masson,Alice,alice.masson626@amu.fr,0600000626,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5927, 43.3584, NULL), NULL, NULL)",4,25
627,Morin,Catherine,catherin.morin627@amu.fr,0600000627,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6854, 43.6919, NULL), NULL, NULL)",3,41
628,Leblanc,Nate,nate.leblanc628@amu.fr,0600000628,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7413, 43.9808, NULL), NULL, NULL)",5,28
629,Vidal,Frederic,frederic.vidal629@amu.fr,0600000629,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7704, 43.1743, NULL), NULL, NULL)",5,42
630,Scila,Pascal,pascal.scila630@amu.fr,0600000630,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5848, 43.9005, NULL), NULL, NULL)",1,9
631,Boucher,Helene,helene.boucher631@amu.fr,0600000631,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7928, 43.8218, NULL), NULL, NULL)",6,58
632,Richard,Theo,theo.richard632@amu.fr,0600000632,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.159, 43.9216, NULL), NULL, NULL)",1,49
633,Leroy,Maria,maria.leroy633@amu.fr,0600000633,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7604, 43.5108, NULL), NULL, NULL)",2,72
634,Dumas,Sylvain,sylvain.dumas634@amu.fr,0600000634,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9352, 43.2093, NULL), NULL, NULL)",2,14
635,Dumont,Stephane,stephane.dumont635@amu.fr,0600000635,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8862, 43.628, NULL), NULL, NULL)",4,42
636,Laverand,Julien,julien.laverand636@amu.fr,0600000636,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4517, 43.1159, NULL), NULL, NULL)",6,52
637,Nedjar,Nathan,nathan.nedjar637@amu.fr,0600000637,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0948, 43.2944, NULL), NULL, NULL)",1,67
638,Legrand,Steve,steve.legrand638@amu.fr,0600000638,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4603, 43.4977, NULL), NULL, NULL)",2,72
639,Boyer,Victor,victor.boyer639@amu.fr,0600000639,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7376, 43.7565, NULL), NULL, NULL)",6,4
640,Ouellet,Evan,evan.ouellet640@amu.fr,0600000640,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6301, 43.4712, NULL), NULL, NULL)",4,64
641,Bonnet,Leo,leo.bonnet641@amu.fr,0600000641,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9795, 43.0513, NULL), NULL, NULL)",6,55
642,Lefevre,Monique,monique.lefevre642@amu.fr,0600000642,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3871, 43.977, NULL), NULL, NULL)",1,44
643,Clement,Chantal,chantal.clement643@amu.fr,0600000643,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3413, 43.6072, NULL), NULL, NULL)",6,2
644,Marchand,Roland,roland.marchand644@amu.fr,0600000644,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.78, 43.9285, NULL), NULL, NULL)",3,52
645,Masson,Monique,monique.masson645@amu.fr,0600000645,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4253, 43.5217, NULL), NULL, NULL)",1,53
646,Lemaire,Frederic,frederic.lemaire646@amu.fr,0600000646,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1073, 43.0879, NULL), NULL, NULL)",1,58
647,Sabreur,Nicole,nicole.sabreur647@amu.fr,0600000647,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8281, 43.3864, NULL), NULL, NULL)",3,34
648,Deschamps,Charles,charles.deschamp648@amu.fr,0600000648,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9932, 43.8342, NULL), NULL, NULL)",3,75
649,Perrin,Pierre,pierre.perrin649@amu.fr,0600000649,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2636, 43.3283, NULL), NULL, NULL)",6,59
650,Lucas,Enzo,enzo.lucas650@amu.fr,0600000650,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0166, 43.9187, NULL), NULL, NULL)",2,3
651,Leblanc,Sandrine,sandrine.leblanc651@amu.fr,0600000651,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6561, 43.6963, NULL), NULL, NULL)",4,40
652,Fabre,Guy,guy.fabre652@amu.fr,0600000652,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2019, 43.9754, NULL), NULL, NULL)",6,71
653,Simon,Danielle,danielle.simon653@amu.fr,0600000653,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3966, 43.3729, NULL), NULL, NULL)",2,54
654,Scila,Charlotte,charlott.scila654@amu.fr,0600000654,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1732, 43.9935, NULL), NULL, NULL)",1,3
655,Legrand,Robert,robert.legrand655@amu.fr,0600000655,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0802, 43.1692, NULL), NULL, NULL)",4,76
656,Tremblay,Sebastien,sebastie.tremblay656@amu.fr,0600000656,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8534, 43.4124, NULL), NULL, NULL)",2,12
657,Agostinelli,Simone,simone.agostine657@amu.fr,0600000657,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6387, 43.3572, NULL), NULL, NULL)",6,18
658,Barbier,Herve,herve.barbier658@amu.fr,0600000658,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4649, 43.7089, NULL), NULL, NULL)",4,21
659,Leroy,Alain,alain.leroy659@amu.fr,0600000659,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2654, 43.5647, NULL), NULL, NULL)",4,74
660,Bilar,Paul,paul.bilar660@amu.fr,0600000660,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9835, 43.3298, NULL), NULL, NULL)",5,35
661,Roussel,Mickey,mickey.roussel661@amu.fr,0600000661,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2089, 43.1607, NULL), NULL, NULL)",6,55
662,Poulin,Xavier,xavier.poulin662@amu.fr,0600000662,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6693, 43.9231, NULL), NULL, NULL)",6,29
663,Marchand,Ines,ines.marchand663@amu.fr,0600000663,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0172, 43.541, NULL), NULL, NULL)",4,70
664,Bilar,Marcel,marcel.bilar664@amu.fr,0600000664,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7794, 43.7482, NULL), NULL, NULL)",5,45
665,Roy,Andre,andre.roy665@amu.fr,0600000665,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9686, 43.0209, NULL), NULL, NULL)",5,41
666,Gauthier,Alexandre,alexandr.gauthier666@amu.fr,0600000666,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8567, 43.7353, NULL), NULL, NULL)",5,28
667,Fournier,Paul,paul.fournier667@amu.fr,0600000667,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2205, 43.796, NULL), NULL, NULL)",3,14
